collect_time raw_value value tare_value
207123958	84279	40.580536	-14.560791
207215597	84053	40.303389	-14.837937
207307238	84307	40.614873	-14.526454
207673798	84957	41.411976	-13.729351
207948720	83710	39.882764	-15.258563
208040360	83762	39.946532	-15.194795
208132000	84006	40.245753	-14.895574
208223638	84043	40.291126	-14.850201
208315279	83866	40.074069	-15.067258
208498564	88772	46.090360	-9.050967
208590206	157216	130.024120	74.882793
208681844	265315	262.587318	207.445992
208773486	286812	288.949367	233.808040
208865127	283779	285.229960	230.088633
208956767	278517	278.777101	223.635774
209048410	273032	272.050775	216.909448
209140050	267026	264.685540	209.544213
209414974	250949	244.970107	189.828780
209506614	245187	237.904092	182.762765
209598255	236978	227.837290	172.695963
209689900	230391	219.759566	164.618240
209781538	223172	210.906814	155.765487
209873178	215128	201.042353	145.901026
209964818	207023	191.103087	135.961760
210056460	200110	182.625586	127.484259
210239741	188147	167.955204	112.813878
210331381	183040	161.692424	106.551098
210423020	167792	142.993605	87.852279
210514658	133570	101.026725	45.885398
210606298	110912	73.240927	18.099601
210697938	97353	56.613351	1.472024
210789578	91418	49.335184	-5.806143
210881218	90244	47.895492	-7.245834
211156142	89985	47.577877	-7.563449
211247782	90341	48.014445	-7.126882
211339426	89396	46.855579	-8.285748
211431066	88755	46.069512	-9.071814
211522708	89029	46.405522	-8.735804
211614349	89116	46.512211	-8.629115
211705989	88818	46.146770	-8.994556
211980916	89693	47.219794	-7.921533
212072550	89843	47.403741	-7.737586
212164190	89521	47.008868	-8.132459
212255828	89841	47.401288	-7.740038
212347470	89905	47.479772	-7.661554
212439111	89690	47.216115	-7.925212
212530749	89740	47.277431	-7.863896
212622389	89872	47.439304	-7.702023
212897312	89584	47.086126	-8.055201
212988952	90481	48.186129	-6.955198
213080592	89547	47.040752	-8.100574
213172233	88909	46.258365	-8.882962
213263878	89196	46.610316	-8.531010
213355514	89287	46.721911	-8.419416
213447155	89110	46.504854	-8.636473
213722076	90067	47.678435	-7.462892
213813718	89916	47.493262	-7.648065
213905358	89373	46.827374	-8.313953
213996998	89121	46.518343	-8.622984
214088642	89082	46.470517	-8.670810
214180282	88664	45.957918	-9.183409
214271925	88708	46.011876	-9.129451
214363567	89261	46.690027	-8.451300
214638494	89815	47.369404	-7.771923
214730134	90331	48.002182	-7.139145
214821776	89401	46.861711	-8.279616
214913418	88219	45.412209	-9.729118
215005058	88271	45.475977	-9.665350
215096698	88433	45.674640	-9.466687
215188338	88314	45.528709	-9.612618
215279980	88222	45.415888	-9.725439
215463263	88407	45.642756	-9.498571
215554906	88192	45.379098	-9.762228
215646543	87755	44.843200	-10.298127
215738184	87395	44.401727	-10.739600
215829824	87574	44.621237	-10.520090
215921465	87756	44.844426	-10.296901
216013106	87472	44.496153	-10.645174
216104744	87072	44.005628	-11.135699
216379666	88199	45.387683	-9.753644
216471306	88477	45.728598	-9.412729
216562945	87558	44.601616	-10.539711
216654583	87356	44.353901	-10.787426
216746221	87441	44.458137	-10.683189
216837861	87080	44.015438	-11.125888
216929499	86848	43.730934	-11.410393
217021138	86814	43.689239	-11.452088
217204416	87638	44.699721	-10.441606
217296054	87868	44.981773	-10.159554
217387694	87308	44.295038	-10.846289
217479334	87117	44.060812	-11.080515
217570972	87069	44.001949	-11.139378
217662612	86764	43.627924	-11.513403
217754248	86651	43.489350	-11.651977
218120802	86977	43.889128	-11.252199
218304081	87376	44.378427	-10.762900
218395719	86698	43.546987	-11.594340
218487357	86265	43.015993	-12.125333
218578995	86416	43.201167	-11.940160
218670638	86771	43.636508	-11.504819
218762276	86536	43.348324	-11.793003
218945556	86266	43.017220	-12.124107
219037197	87071	44.004402	-11.136925
219128836	87255	44.230043	-10.911284
219220476	86825	43.702729	-11.438598
219312114	86804	43.676976	-11.464351
219403754	87542	44.581995	-10.559332
219495394	87942	45.072520	-10.068807
219861952	89411	46.873974	-8.267353
219953593	89407	46.869069	-8.272258
220045231	88649	45.939523	-9.201803
220136876	88490	45.744540	-9.396787
220228515	88548	45.815666	-9.325661
220320153	88258	45.460035	-9.681292
220411791	88265	45.468619	-9.672708
220686709	89081	46.469291	-8.672036
220778348	89660	47.179326	-7.962001
220869988	90487	48.193486	-6.947840
220961624	91107	48.953800	-6.187526
221053260	91664	49.636857	-5.504470
221144904	92565	50.741765	-4.399562
221236544	92941	51.202858	-3.938468
221328184	92912	51.167295	-3.974031
221603100	156959	129.708958	74.567631
221694740	80074	35.423890	-19.717436
221786380	76998	31.651752	-23.489575
221878020	76643	31.216411	-23.924916
221969662	77062	31.730236	-23.411091
222061302	77211	31.912956	-23.228370
222427862	78455	33.438490	-21.702837
222519500	78769	33.823552	-21.317775
