# data collected Oct  4 2025 19:21:42
collect_time	raw_value	value	tare_value
147204844	92841	51.080227	51.080227
147571518	93204	51.525379	51.525379
147663182	94099	52.622929	52.622929
147754845	93289	51.629615	51.629615
147846512	92610	50.796949	50.796949
147938180	92926	51.184464	51.184464
148029847	93315	51.661499	51.661499
148396520	94542	53.166185	53.166185
148488186	94842	53.534079	53.534079
148579853	94040	52.550576	52.550576
148671520	93600	52.010998	52.010998
148763186	93970	52.464734	52.464734
148854852	93989	52.488034	52.488034
148946517	94478	53.087701	53.087701
149038182	94230	52.783576	52.783576
149313178	96181	55.176112	55.176112
149404843	96276	55.292612	55.292612
149496506	95078	53.823489	53.823489
149588166	94192	52.736976	52.736976
149679830	94188	52.732070	52.732070
149771494	94068	52.584913	52.584913
149863156	94260	52.820365	52.820365
150229823	95863	54.786145	54.786145
150321488	96158	55.147907	55.147907
150413151	94989	53.714347	53.714347
150504818	93466	51.846673	51.846673
150596484	93756	52.202303	52.202303
150688148	93221	51.546226	51.546226
150779812	93461	51.840541	51.840541
151054812	95048	53.786700	53.786700
151146478	95569	54.425609	54.425609
151238142	94262	52.822818	52.822818
151329808	93679	52.107877	52.107877
151421470	93432	51.804978	51.804978
151513134	93356	51.711778	51.711778
151971460	94696	53.355037	53.355037
152063128	95287	54.079788	54.079788
152154793	94836	53.526721	53.526721
152246456	93196	51.515568	51.515568
152338120	93232	51.559715	51.559715
152429786	92898	51.150127	51.150127
152796444	94387	52.976107	52.976107
152888108	94114	52.641323	52.641323
152979770	93644	52.064956	52.064956
153071434	92853	51.094943	51.094943
153163098	92944	51.206537	51.206537
153254761	92302	50.419244	50.419244
153346422	92889	51.139090	51.139090
153713076	93457	51.835636	51.835636
153804740	93985	52.483129	52.483129
153896402	92556	50.730728	50.730728
153988062	92364	50.495276	50.495276
154079726	91553	49.500736	49.500736
154171387	91757	49.750904	49.750904
154538030	92406	50.546781	50.546781
154629685	93370	51.728947	51.728947
154721344	92587	50.768744	50.768744
154813010	92000	50.048898	50.048898
154904668	91565	49.515452	49.515452
154996328	90593	48.323476	48.323476
155454632	90520	48.233955	48.233955
155546292	91418	49.335184	49.335184
155637952	90186	47.824366	47.824366
155729612	90094	47.711545	47.711545
155821272	90080	47.694377	47.694377
155912933	89960	47.547220	47.547220
156279576	92281	50.393492	50.393492
156371235	92401	50.540649	50.540649
156462892	91908	49.936077	49.936077
156554552	91014	48.839753	48.839753
156646210	91455	49.380557	49.380557
156737870	93807	52.264845	52.264845
157196168	95983	54.933302	54.933302
157287827	101464	61.654723	61.654723
157379488	111668	74.168020	74.168020
157471146	121855	86.660470	86.660470
157562804	128243	94.494156	94.494156
157654464	127256	93.283785	93.283785
158021112	96565	55.647016	55.647016
158112772	107007	68.452176	68.452176
158204430	126000	91.743536	91.743536
158296089	143818	113.593980	113.593980
158387750	155601	128.043625	128.043625
158479406	162212	136.150779	136.150779
158571064	160666	134.254899	134.254899
158937684	92567	50.744217	50.744217
159029342	92354	50.483013	50.483013
159120998	100247	60.162300	60.162300
159212657	118603	82.672500	82.672500
159304316	139086	107.791067	107.791067
159395976	155665	128.122109	128.122109
159762616	100842	60.891957	60.891957
159854276	96978	56.153483	56.153483
159945936	111402	73.841821	73.841821
160037594	137091	105.344573	105.344573
160129252	152886	124.714185	124.714185
160220910	144841	114.848498	114.848498
160312568	115516	78.886872	78.886872
160679210	89204	46.620127	46.620127
160862526	88625	45.910092	45.910092
160954184	87263	44.239854	44.239854
161045845	87641	44.703400	44.703400
161137502	87468	44.491248	44.491248
161504138	87550	44.591805	44.591805
161595797	88320	45.536066	45.536066
161687455	87116	44.059586	44.059586
161870772	87386	44.390690	44.390690
161962432	88685	45.983671	45.983671
162237406	89135	46.535511	46.535511
162512382	88582	45.857360	45.857360
162695700	90164	47.797387	47.797387
162787358	90382	48.064724	48.064724
162879016	89928	47.507978	47.507978
163428958	93849	52.316350	52.316350
163612274	94093	52.615571	52.615571
163703930	95606	54.470982	54.470982
163795586	96916	56.077452	56.077452
164162212	95812	54.723603	54.723603
164253870	97135	56.346015	56.346015
164345528	96261	55.274217	55.274217
164437188	94123	52.652360	52.652360
164528846	92767	50.989480	50.989480
164620504	92594	50.777328	50.777328
164987136	95048	53.786700	53.786700
165078793	95338	54.142330	54.142330
165170448	94576	53.207880	53.207880
165262102	94858	53.553700	53.553700
165353758	95405	54.224493	54.224493
165445416	96036	54.998297	54.998297
165537072	96203	55.203091	55.203091
165903702	94618	53.259385	53.259385
165995358	95469	54.302977	54.302977
166087014	94869	53.567190	53.567190
166178666	94257	52.816686	52.816686
166270320	94671	53.324380	53.324380
166361972	94907	53.613789	53.613789
166820236	96774	55.903316	55.903316
167003548	95452	54.282130	54.282130
167095205	95427	54.251472	54.251472
167186862	95423	54.246567	54.246567
167278518	94958	53.676331	53.676331
167645146	95475	54.310335	54.310335
167736802	96161	55.151586	55.151586
167828460	95408	54.228172	54.228172
167920116	94548	53.173543	53.173543
168011773	94964	53.683689	53.683689
168103428	95143	53.903199	53.903199
168470056	95406	54.225720	54.225720
168561716	96006	54.961507	54.961507
169020004	94275	52.838760	52.838760
169111656	94311	52.882907	52.882907
169386626	95194	53.965741	53.965741
169478284	96569	55.651922	55.651922
169569938	95486	54.323825	54.323825
169661594	94863	53.559832	53.559832
169753248	94622	53.264290	53.264290
169844904	95067	53.810000	53.810000
169936560	93762	52.209661	52.209661
170028214	93688	52.118914	52.118914
170211522	93679	52.107877	52.107877
170303173	94233	52.787255	52.787255
170394829	93397	51.762057	51.762057
170486482	92884	51.132958	51.132958
170578134	92025	50.079556	50.079556
170669788	91591	49.547336	49.547336
170761441	91719	49.704304	49.704304
170853094	91359	49.262831	49.262831
171128058	92530	50.698844	50.698844
171219708	93907	52.387477	52.387477
171311362	92937	51.197953	51.197953
171403020	93190	51.508210	51.508210
171494671	93635	52.053919	52.053919
171586319	93711	52.147119	52.147119
171677970	94285	52.851023	52.851023
171952932	94687	53.344001	53.344001
172044582	94768	53.443332	53.443332
172136236	95325	54.126388	54.126388
172227887	94857	53.552474	53.552474
172319542	95479	54.315240	54.315240
172411194	95226	54.004983	54.004983
172502844	95389	54.204872	54.204872
172594496	95713	54.602198	54.602198
172869456	96846	55.991610	55.991610
172961110	96919	56.081131	56.081131
173052763	96002	54.956602	54.956602
173144414	95814	54.726055	54.726055
173236065	95512	54.355709	54.355709
173327718	96421	55.470427	55.470427
173419368	96566	55.648243	55.648243
173694326	95968	54.914907	54.914907
